# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS17955	NC_022592.1	3807181	3807978	+	798	333	292	365	226	218	233	322	199	307	167	231	230	197	215	294
CAETHG_RS17960	NC_022592.1	3807998	3808390	+	393	237	204	222	152	127	179	201	120	196	65	93	134	98	150	177
CAETHG_RS20640	NC_022592.1	3808469	3808591	+	123	35	30	35	17	10	22	27	14	24	15	12	13	23	18	31
CAETHG_RS17965	NC_022592.1	3808593	3808970	+	378	194	161	201	107	103	188	162	123	189	81	108	110	100	106	180
CAETHG_RS17970	NC_022592.1	3809085	3811571	+	2487	741	814	899	554	429	672	630	478	840	306	364	425	442	479	758
CAETHG_RS17975	NC_022592.1	3811597	3811907	+	311	83	65	81	43	45	60	72	60	87	53	53	42	42	64	82
CAETHG_RS17980	NC_022592.1	3812310	3813974	+	1665	362	368	428	280	216	315	270	227	332	227	268	252	274	267	346
CAETHG_RS17985	NC_022592.1	3813946	3816354	+	2409	369	397	437	237	235	304	292	239	337	312	310	279	259	260	384
CAETHG_RS17990	NC_022592.1	3816394	3816615	+	222	51	60	77	53	44	47	55	58	63	66	130	49	36	41	61
CAETHG_RS17995	NC_022592.1	3816958	3817764	+	807	126	101	207	109	120	144	161	111	209	94	120	114	49	61	115
CAETHG_RS18000	NC_022592.1	3817902	3819209	+	1308	529	534	593	361	404	512	448	328	690	276	354	419	315	275	448
CAETHG_RS18005	NC_022592.1	3819438	3821411	+	1974	1274	1495	2056	1059	964	1178	1089	847	1309	1557	2177	1269	942	1132	1205
CAETHG_RS18010	NC_022592.1	3821598	3824864	+	3267	712	748	639	453	426	530	606	446	687	730	1090	714	474	473	646
CAETHG_RS18015	NC_022592.1	3825136	3826449	-	1314	812	487	1156	693	429	698	768	674	497	792	1235	1055	376	456	589
CAETHG_RS18020	NC_022592.1	3827212	3827508	+	297	150	121	112	60	80	89	88	44	102	83	137	107	91	83	90
CAETHG_RS18025	NC_022592.1	3827580	3827906	+	327	111	87	79	25	70	44	50	32	61	63	61	55	43	41	58
CAETHG_RS18030	NC_022592.1	3828228	3829964	-	1737	164	220	121	98	246	156	127	117	178	377	470	511	179	141	180
CAETHG_RS18035	NC_022592.1	3829991	3831871	-	1881	50	114	43	48	152	97	40	77	58	312	272	309	152	113	75
CAETHG_RS18040	NC_022592.1	3831901	3832383	-	483	3	16	1	4	29	13	0	8	9	87	90	102	18	19	13
CAETHG_RS18045	NC_022592.1	3832572	3833144	+	573	91	83	98	60	57	60	61	60	59	45	68	43	32	54	49
CAETHG_RS18050	NC_022592.1	3833134	3834117	+	984	482	459	412	277	407	575	293	250	546	300	353	360	345	428	444
CAETHG_RS18055	NC_022592.1	3834232	3836799	+	2568	798	655	714	519	611	632	597	428	781	479	437	590	472	374	649
CAETHG_RS18060	NC_022592.1	3837036	3838718	+	1683	934	949	1325	1096	881	1322	1057	826	1165	1056	1589	1028	1389	1897	2001
CAETHG_RS18065	NC_022592.1	3838749	3839876	+	1128	2422	2229	2291	2295	2174	3646	2145	1684	2333	3054	4554	2165	3302	5389	4597
CAETHG_RS18070	NC_022592.1	3840301	3845331	+	5031	1041	1194	1410	1216	1640	1873	1288	1155	1696	2459	2533	2387	1347	1160	1541
CAETHG_RS18075	NC_022592.1	3846361	3847389	-	1029	2390	2904	2769	2179	2385	2804	2392	1808	2740	2982	3884	3021	2634	2342	2380
CAETHG_RS18080	NC_022592.1	3847528	3848127	-	600	457	224	501	344	256	349	499	345	406	298	605	147	188	237	338
CAETHG_RS18085	NC_022592.1	3848408	3850171	+	1764	597	606	667	429	305	541	475	387	526	667	851	436	424	448	474
CAETHG_RS18090	NC_022592.1	3850183	3851895	+	1713	1452	1533	1535	1394	1087	1629	1463	1090	1361	3585	4504	3636	1356	1273	1101
CAETHG_RS18095	NC_022592.1	3852404	3853720	+	1317	1813	1800	3873	3748	2642	3444	2341	4050	2035	4430	6486	7330	2133	1839	3002
CAETHG_RS18100	NC_022592.1	3854286	3855068	-	783	620	507	474	428	363	453	471	248	551	185	362	366	293	234	435
CAETHG_RS18105	NC_022592.1	3855320	3856405	+	1086	169	113	242	325	235	349	339	179	214	295	266	382	202	170	141
CAETHG_RS18110	NC_022592.1	3856421	3857650	+	1230	120	92	288	273	274	375	390	190	261	305	282	327	191	161	140
CAETHG_RS18115	NC_022592.1	3857673	3858113	+	441	46	32	110	114	144	144	145	87	111	159	93	136	83	83	55
CAETHG_RS18120	NC_022592.1	3858394	3859683	+	1290	161	122	259	176	208	249	189	128	196	275	311	249	118	115	160
CAETHG_RS18125	NC_022592.1	3859953	3861239	+	1287	171	158	335	263	264	298	268	216	244	267	363	409	178	150	182
CAETHG_RS18130	NC_022592.1	3861600	3861833	+	234	35	40	61	45	37	48	42	39	45	44	99	53	30	22	40
CAETHG_RS18135	NC_022592.1	3862135	3864615	+	2481	2881	3369	3812	3076	3078	3404	2685	2464	4295	3121	3366	3464	3091	3873	3507
CAETHG_RS18140	NC_022592.1	3864617	3865021	-	405	403	369	623	444	417	527	351	256	673	466	614	500	428	483	499
CAETHG_RS18145	NC_022592.1	3865095	3865544	-	450	229	6866	450	3274	10683	4971	538	3692	1118	61060	120309	27575	11450	15722	2552
CAETHG_RS18150	NC_022592.1	3865911	3866543	+	633	282	335	305	248	202	214	243	187	329	128	203	117	189	204	301
CAETHG_RS18155	NC_022592.1	3866878	3867831	+	954	178	176	301	176	220	207	178	159	337	186	220	239	115	127	166
CAETHG_RS18160	NC_022592.1	3867873	3868241	-	369	359	216	230	129	186	159	252	127	324	90	181	118	129	132	230
CAETHG_RS18165	NC_022592.1	3868403	3869221	+	819	158	155	189	132	119	160	141	87	162	146	162	159	106	103	147
CAETHG_RS18170	NC_022592.1	3869572	3871092	+	1521	634	926	620	526	410	534	340	358	479	379	559	573	228	361	471
CAETHG_RS18175	NC_022592.1	3871397	3871472	+	76	7	13	22	18	15	20	7	14	15	32	35	24	6	7	4
CAETHG_RS18180	NC_022592.1	3872009	3873516	+	1508	1031	934	866	677	1257	1435	772	1060	1293	1102	949	898	730	1663	1086
CAETHG_RS18185	NC_022592.1	3873935	3876824	+	2890	89796	110801	90205	78905	113830	104212	64710	103008	91065	113664	93927	97742	95781	108146	93078
CAETHG_RS18190	NC_022592.1	3877090	3877206	+	117	8	1	10	0	4	6	13	1	2	9	7	5	0	6	5
CAETHG_RS18195	NC_022592.1	3877438	3877686	+	249	4	0	0	6	2	3	4	2	4	2	8	3	1	7	3
CAETHG_RS18200	NC_022592.1	3877731	3877955	+	225	8	3	8	6	2	11	8	4	6	4	12	5	2	5	11
CAETHG_RS18205	NC_022592.1	3877994	3878542	+	549	42	30	37	21	19	35	28	17	25	23	57	23	19	12	31
CAETHG_RS18210	NC_022592.1	3878560	3879258	+	699	83	73	70	61	47	45	61	36	56	57	52	41	43	56	62
CAETHG_RS18215	NC_022592.1	3879282	3880733	+	1452	208	216	226	152	168	181	169	161	261	170	185	112	122	148	274
CAETHG_RS18220	NC_022592.1	3880959	3882935	-	1977	458	267	429	175	235	330	175	203	303	227	219	203	265	265	293
CAETHG_RS18225	NC_022592.1	3882958	3884106	-	1149	227	111	208	97	127	215	70	95	124	86	99	83	135	126	165
CAETHG_RS18230	NC_022592.1	3884334	3885902	+	1569	417	253	590	573	309	557	483	345	330	604	866	587	504	673	714
CAETHG_RS18235	NC_022592.1	3885962	3886861	+	900	1262	730	1126	819	531	784	824	648	856	448	584	476	719	793	915
CAETHG_RS18240	NC_022592.1	3887264	3889177	+	1914	350	340	506	415	353	334	311	312	350	834	987	729	258	316	303
CAETHG_RS18245	NC_022592.1	3889270	3890310	-	1041	718	682	641	439	441	593	541	468	598	644	768	734	519	406	549
CAETHG_RS18250	NC_022592.1	3890400	3891584	-	1185	498	406	426	314	243	359	371	258	406	320	365	305	347	324	436
CAETHG_RS18255	NC_022592.1	3891574	3892305	-	732	263	241	243	227	170	211	193	142	216	218	264	137	162	211	238
CAETHG_RS18260	NC_022592.1	3892933	3894144	+	1212	2777	2228	3243	3916	2134	3700	2939	4089	1841	2688	4367	3827	2511	2801	3686
CAETHG_RS18265	NC_022592.1	3894217	3894858	-	642	31	67	77	55	136	76	35	104	51	988	1961	962	88	94	73
CAETHG_RS18270	NC_022592.1	3895168	3895683	+	516	787	652	919	532	526	795	612	550	689	368	645	347	408	506	660
CAETHG_RS18275	NC_022592.1	3895926	3896498	-	573	573	431	794	384	442	555	514	353	617	260	340	447	280	242	369
CAETHG_RS18280	NC_022592.1	3896520	3897836	-	1317	482	258	965	306	282	363	286	299	522	271	429	402	216	186	352
CAETHG_RS18285	NC_022592.1	3898338	3898799	+	462	8	10	28	4	9	8	11	12	18	15	17	11	3	2	11
CAETHG_RS18290	NC_022592.1	3899081	3900979	+	1899	58	133	209	124	208	155	76	91	138	512	630	544	111	146	62
CAETHG_RS18295	NC_022592.1	3901123	3901566	+	444	133	135	66	31	69	85	35	39	115	63	59	75	29	37	58
CAETHG_RS18300	NC_022592.1	3901612	3903354	+	1743	394	378	163	95	193	140	140	126	284	121	126	126	90	109	191
CAETHG_RS18305	NC_022592.1	3903374	3905263	+	1890	693	682	284	186	317	280	241	143	587	158	244	199	177	223	311
CAETHG_RS18310	NC_022592.1	3905832	3906305	+	474	41	44	104	44	82	108	90	73	133	65	81	56	24	16	59
CAETHG_RS18315	NC_022592.1	3906305	3907615	+	1311	139	159	342	205	269	325	190	222	451	264	318	244	134	145	261
CAETHG_RS18320	NC_022592.1	3907641	3908585	+	945	233	229	471	286	321	378	357	292	582	293	373	402	219	184	388
CAETHG_RS18325	NC_022592.1	3908842	3909564	+	723	237	200	502	261	363	421	330	284	583	284	391	358	200	189	272
CAETHG_RS18330	NC_022592.1	3909569	3910942	-	1374	1527	1466	2180	1054	1500	1832	1282	926	2537	866	1368	1150	1090	1116	1600
CAETHG_RS18335	NC_022592.1	3911125	3913191	-	2067	1225	1334	1617	776	993	1071	772	636	1746	588	819	637	655	617	1034
CAETHG_RS18340	NC_022592.1	3913604	3915277	-	1674	467	381	841	461	476	616	428	404	574	406	801	283	420	505	536
CAETHG_RS18345	NC_022592.1	3915519	3916052	-	534	887	863	1264	820	752	1233	941	656	853	733	1047	810	774	927	1002
CAETHG_RS18350	NC_022592.1	3916316	3917083	+	768	22	27	51	25	39	36	33	34	36	46	73	63	26	32	27
CAETHG_RS18355	NC_022592.1	3917104	3918342	+	1239	12	22	46	38	33	40	33	27	23	84	77	87	7	16	10
CAETHG_RS18360	NC_022592.1	3918387	3919400	+	1014	6	21	56	42	53	47	32	57	26	77	65	104	20	13	24
CAETHG_RS18365	NC_022592.1	3919419	3920357	+	939	20	24	80	50	59	58	54	48	50	74	95	98	46	20	36
CAETHG_RS18370	NC_022592.1	3920424	3921419	+	996	77	62	119	105	132	144	125	108	153	149	150	152	68	82	138
CAETHG_RS18375	NC_022592.1	3921616	3923085	+	1470	16	21	62	63	87	102	69	35	61	145	128	132	43	19	26
CAETHG_RS18380	NC_022592.1	3923196	3924563	+	1368	10	16	36	41	36	38	42	31	15	63	83	88	10	10	15
CAETHG_RS18385	NC_022592.1	3924582	3925940	+	1359	25	29	49	38	49	55	56	53	31	103	122	99	30	26	24
CAETHG_RS18390	NC_022592.1	3925981	3927444	+	1464	378	359	442	273	320	341	343	225	492	314	372	377	227	206	352
CAETHG_RS18395	NC_022592.1	3927893	3928105	+	213	790	827	983	724	703	685	570	530	772	1152	1267	1467	584	613	595
CAETHG_RS18400	NC_022592.1	3928137	3928658	+	522	2490	2728	3370	2350	2431	2199	1617	2038	2532	3453	4235	4656	1886	2051	1975
CAETHG_RS18405	NC_022592.1	3929236	3930405	-	1170	810	833	1164	590	621	710	603	568	946	699	1145	958	518	424	552
CAETHG_RS18410	NC_022592.1	3930405	3931559	-	1155	205	183	198	83	159	126	111	75	187	108	92	123	91	49	84
CAETHG_RS18415	NC_022592.1	3931568	3932620	-	1053	279	243	165	109	157	199	185	97	234	68	76	82	90	112	152
CAETHG_RS18420	NC_022592.1	3932653	3933129	-	477	52	64	31	27	36	48	41	24	37	25	26	17	10	27	44
CAETHG_RS20645	NC_022592.1	3933419	3933544	+	126	0	2	0	1	5	0	3	2	0	2	4	0	0	1	1
CAETHG_RS18425	NC_022592.1	3933580	3933855	-	276	372	476	519	281	225	371	326	233	403	213	418	155	220	288	383
CAETHG_RS18430	NC_022592.1	3934074	3934397	+	324	47	62	79	62	63	78	58	66	80	94	117	82	30	58	61
CAETHG_RS18435	NC_022592.1	3934430	3934873	+	444	157	101	132	125	136	151	137	106	127	157	167	182	110	123	133
CAETHG_RS18440	NC_022592.1	3934933	3935619	+	687	127	115	278	215	245	224	227	164	240	313	353	290	118	154	164
CAETHG_RS18445	NC_022592.1	3935612	3936838	+	1227	53	66	235	179	211	202	215	169	148	271	329	319	138	125	101
CAETHG_RS18450	NC_022592.1	3936914	3937855	+	942	49	59	133	144	128	133	148	125	63	252	228	247	85	86	85
CAETHG_RS18455	NC_022592.1	3937903	3938565	+	663	54	53	94	86	91	88	138	115	67	195	136	224	57	65	65
CAETHG_RS18460	NC_022592.1	3938579	3939745	+	1167	141	126	243	274	274	248	259	213	179	395	405	404	193	164	188
CAETHG_RS18465	NC_022592.1	3939833	3940597	+	765	24	42	88	79	49	54	86	64	36	59	62	80	44	26	51
CAETHG_RS18470	NC_022592.1	3940702	3942639	+	1938	1561	1947	1257	858	855	1022	1185	750	1418	558	802	691	850	965	1277
CAETHG_RS18475	NC_022592.1	3942960	3944417	+	1458	300	423	261	168	300	216	251	167	338	325	365	338	203	229	236
CAETHG_RS18480	NC_022592.1	3944418	3945497	+	1080	126	133	120	72	108	101	89	95	126	71	158	130	67	56	81
CAETHG_RS18485	NC_022592.1	3945491	3946609	+	1119	288	339	357	228	318	246	278	230	417	265	442	325	193	225	244
CAETHG_RS18490	NC_022592.1	3946832	3947488	+	657	471	506	1183	979	966	1227	1028	843	1225	1466	1817	1605	387	360	445
CAETHG_RS18495	NC_022592.1	3947746	3948186	+	441	168	115	134	94	192	173	99	103	147	193	236	282	90	45	108
CAETHG_RS18500	NC_022592.1	3948198	3949016	+	819	216	249	277	249	387	454	277	218	367	513	512	666	182	126	199
CAETHG_RS18505	NC_022592.1	3949051	3949551	+	501	149	168	254	183	280	305	170	190	266	429	482	491	118	90	137
CAETHG_RS18510	NC_022592.1	3949719	3950150	+	432	319	237	382	282	325	448	279	311	388	473	709	622	183	162	203
CAETHG_RS18515	NC_022592.1	3950219	3950677	-	459	160	184	283	151	169	245	127	115	157	203	300	129	188	220	183
CAETHG_RS18520	NC_022592.1	3951031	3951357	+	327	38	14	20	24	13	39	16	14	16	34	27	51	17	20	15
CAETHG_RS18525	NC_022592.1	3951389	3951766	+	378	47	60	71	60	68	82	48	32	85	105	146	119	61	52	74
CAETHG_RS18530	NC_022592.1	3951788	3953533	+	1746	255	196	332	181	212	248	185	161	232	401	394	408	205	146	234
CAETHG_RS18535	NC_022592.1	3953617	3954672	+	1056	218	210	275	124	181	201	148	103	284	255	298	261	143	121	164
CAETHG_RS20750	NC_022592.1	3954705	3954791	+	87	47	52	59	29	41	27	38	30	57	34	37	34	27	20	25
CAETHG_RS18545	NC_022592.1	3954888	3955256	-	369	976	934	1384	814	710	980	832	779	976	883	1692	859	566	753	897
CAETHG_RS18550	NC_022592.1	3955495	3955908	-	414	2349	2313	2292	1473	1816	2134	1946	1217	2429	1217	1403	1428	1244	1277	1808
CAETHG_RS18555	NC_022592.1	3955910	3956311	-	402	987	1172	898	608	877	927	690	544	1106	581	550	730	476	603	707
CAETHG_RS18560	NC_022592.1	3956304	3957155	-	852	1304	1649	1367	928	1055	1192	1001	785	1654	876	761	1065	698	611	972
CAETHG_RS18565	NC_022592.1	3957160	3957441	-	282	374	488	391	250	305	359	280	171	406	199	186	328	149	131	229
CAETHG_RS18570	NC_022592.1	3957445	3957822	-	378	642	807	673	400	459	604	502	351	702	366	392	447	274	276	442
CAETHG_RS18575	NC_022592.1	3958212	3958589	+	378	80	119	110	97	111	113	57	149	56	887	2621	539	139	169	78
CAETHG_RS18580	NC_022592.1	3958982	3959290	+	309	910	644	858	605	458	600	636	606	513	514	1198	359	418	621	655
CAETHG_RS18585	NC_022592.1	3959514	3960494	+	981	51	28	27	35	22	27	28	19	30	38	75	45	28	20	35
CAETHG_RS18590	NC_022592.1	3960621	3960815	+	195	13	39	21	19	36	31	12	19	13	178	351	105	36	30	16
CAETHG_RS18595	NC_022592.1	3960933	3962504	+	1572	7238	6015	7212	5692	5321	7810	6306	4681	5552	4452	6069	4603	5995	6817	8843
CAETHG_RS18600	NC_022592.1	3962697	3963242	+	546	92	69	62	382	48	75	181	61	80	67	77	80	66	41	83
CAETHG_RS18605	NC_022592.1	3963245	3964204	+	960	130	102	154	663	116	160	265	131	131	291	418	281	144	115	132
CAETHG_RS18610	NC_022592.1	3964486	3965166	+	681	47	31	58	24	18	31	34	21	24	54	53	38	19	12	35
CAETHG_RS18615	NC_022592.1	3965820	3967232	+	1413	4614	4722	6686	4019	4695	5028	4255	4209	5372	5672	7269	8300	4254	3658	5097
CAETHG_RS18620	NC_022592.1	3967702	3969879	+	2178	911	923	1284	903	1005	1384	1077	815	1159	914	1131	843	897	1006	1177
CAETHG_RS18625	NC_022592.1	3969933	3970778	+	846	607	569	930	555	578	782	679	499	836	595	715	635	638	714	790
CAETHG_RS18630	NC_022592.1	3971146	3972375	-	1230	2390	2366	2385	1731	2159	2581	2047	1410	2060	2282	2758	2570	2162	2107	2530
CAETHG_RS18635	NC_022592.1	3972395	3973156	-	762	953	878	903	653	693	1002	780	568	799	592	788	641	665	763	1063
CAETHG_RS18640	NC_022592.1	3973464	3974882	+	1419	92	63	95	67	74	93	64	51	49	141	299	103	82	75	110
CAETHG_RS18645	NC_022592.1	3975071	3975229	+	159	6	5	2	3	4	3	2	1	3	3	5	6	1	6	6
CAETHG_RS18650	NC_022592.1	3975434	3976114	+	681	52	88	80	50	74	77	42	50	59	129	167	124	79	44	78
CAETHG_RS18655	NC_022592.1	3976095	3977531	+	1437	94	154	97	77	176	121	74	76	62	308	327	309	127	121	120
CAETHG_RS18660	NC_022592.1	3977728	3978303	+	576	34	29	35	24	40	37	24	28	38	104	159	101	37	28	50
CAETHG_RS18665	NC_022592.1	3978339	3980303	-	1965	34	49	30	42	93	54	30	48	25	165	279	189	48	78	70
CAETHG_RS18670	NC_022592.1	3980553	3981332	+	780	324	352	442	213	215	261	241	252	283	416	1017	294	198	322	311
CAETHG_RS18675	NC_022592.1	3981500	3982114	+	615	42	224	43	123	233	135	37	182	57	1886	4981	1511	211	256	62
CAETHG_RS18680	NC_022592.1	3982386	3982979	+	594	0	1	2	6	11	10	0	6	4	2	10	4	4	6	4
CAETHG_RS18685	NC_022592.1	3983496	3984722	+	1227	67	80	152	84	127	90	68	67	118	214	264	303	33	43	49
CAETHG_RS18690	NC_022592.1	3984737	3985996	+	1260	44	67	113	75	112	101	65	73	116	203	212	252	44	40	57
CAETHG_RS18695	NC_022592.1	3986263	3986823	+	561	410	262	118	128	124	142	208	90	166	257	252	203	96	139	242
CAETHG_RS18700	NC_022592.1	3986842	3987543	+	702	555	360	239	208	263	300	255	155	325	357	382	349	206	211	400
CAETHG_RS18705	NC_022592.1	3987558	3988196	+	639	419	274	177	151	162	247	251	110	296	296	326	290	180	216	387
CAETHG_RS18710	NC_022592.1	3988622	3990052	+	1431	628	557	2897	2278	623	529	4929	1888	719	1798	1490	1810	4972	5058	22373
CAETHG_RS18715	NC_022592.1	3990054	3990659	+	606	260	117	773	596	150	190	1399	571	194	483	385	532	1605	1211	7508
CAETHG_RS18720	NC_022592.1	3990625	3991638	+	1014	1029	461	3031	2407	618	638	5125	1890	737	1658	1393	1959	5947	4230	27144
CAETHG_RS18725	NC_022592.1	3991652	3992428	+	777	399	255	1622	1232	306	287	2640	1040	361	995	714	1153	3499	2404	16018
CAETHG_RS18730	NC_022592.1	3992442	3993071	+	630	388	194	1282	1013	241	236	2045	873	338	835	669	907	2872	1965	13226
CAETHG_RS18735	NC_022592.1	3993071	3994246	+	1176	496	280	1796	1541	381	395	2520	1212	478	1215	946	1299	3958	2950	18387
CAETHG_RS18740	NC_022592.1	3994246	3995030	+	785	464	230	1645	1278	306	322	2253	978	392	1019	896	1155	3507	2253	15861
CAETHG_RS18745	NC_022592.1	3995148	3997238	+	2091	1937	1202	5442	3967	1089	1401	5833	3003	1686	3189	3864	3743	11118	6699	44445
CAETHG_RS18750	NC_022592.1	3997386	3998480	-	1095	86	49	410	200	145	176	291	192	201	250	300	279	269	179	816
CAETHG_RS18755	NC_022592.1	3998496	4000439	-	1944	105	91	307	201	159	165	180	180	114	358	433	394	173	108	247
CAETHG_RS18760	NC_022592.1	4000681	4001607	+	927	1824	1574	1472	839	855	1265	870	747	1294	674	957	723	1047	1238	1234
CAETHG_RS18765	NC_022592.1	4001926	4002447	+	522	24	65	34	15	15	22	27	13	29	16	11	12	14	20	26
CAETHG_RS18770	NC_022592.1	4002449	4003924	+	1476	344	351	391	237	236	266	269	178	362	163	234	210	182	202	264
CAETHG_RS18775	NC_022592.1	4004140	4004466	+	327	80	56	143	75	61	107	62	65	80	75	115	69	51	95	77
CAETHG_RS18780	NC_022592.1	4004473	4005066	+	594	111	120	156	97	119	153	103	76	164	93	151	111	104	114	87
CAETHG_RS18785	NC_022592.1	4005114	4005986	+	873	144	112	286	112	202	226	82	123	188	143	168	144	129	106	149
CAETHG_RS18790	NC_022592.1	4006208	4007500	+	1293	471	363	409	282	308	435	343	207	350	267	402	286	295	315	437
CAETHG_RS18795	NC_022592.1	4007677	4008123	+	447	812	684	391	433	386	673	487	349	432	315	392	330	459	519	640
CAETHG_RS18800	NC_022592.1	4008139	4009530	+	1392	1556	1062	778	701	776	1213	826	581	927	576	664	608	946	816	1111
CAETHG_RS18805	NC_022592.1	4009657	4010067	-	411	324	139	146	112	59	127	97	115	156	45	72	44	97	122	212
CAETHG_RS18810	NC_022592.1	4010421	4010891	-	471	1001	499	467	367	286	499	426	373	309	230	490	160	287	404	659
CAETHG_RS18815	NC_022592.1	4010953	4011486	-	534	1372	736	683	503	382	686	628	385	438	213	344	201	526	559	899
CAETHG_RS18820	NC_022592.1	4011500	4011988	-	489	691	284	403	291	211	334	406	224	194	155	330	128	243	348	529
CAETHG_RS18825	NC_022592.1	4012191	4012373	-	183	14	9	14	5	15	12	6	11	9	37	79	43	4	3	8
CAETHG_RS18830	NC_022592.1	4012385	4012870	+	486	5234	4015	3956	3155	3138	4064	4482	2915	4152	2363	3634	2986	2228	2953	3379
CAETHG_RS18835	NC_022592.1	4013140	4013385	+	246	502	250	70	45	73	90	112	64	110	31	32	24	93	66	208
CAETHG_RS18840	NC_022592.1	4013455	4014798	+	1344	2627	1027	142	100	127	222	278	122	240	61	84	71	391	259	1201
CAETHG_RS18845	NC_022592.1	4014919	4015587	-	669	263	245	281	149	230	226	121	178	195	421	674	408	212	240	252
CAETHG_RS18850	NC_022592.1	4015616	4016557	-	942	51	51	54	29	36	32	30	53	56	70	93	67	30	29	32
CAETHG_RS18855	NC_022592.1	4017037	4017756	-	720	72	80	101	61	80	91	52	52	71	104	162	107	77	57	42
CAETHG_RS18860	NC_022592.1	4017869	4018234	-	366	18	9	18	10	29	10	6	15	21	57	69	60	16	15	11
CAETHG_RS18865	NC_022592.1	4018249	4018977	-	729	40	53	28	39	115	57	41	37	29	185	282	172	49	38	42
CAETHG_RS18870	NC_022592.1	4019208	4019534	+	327	544	740	1121	772	707	988	595	726	565	1266	2185	608	930	1405	851
CAETHG_RS18875	NC_022592.1	4019654	4020730	+	1077	103	96	75	84	124	132	107	66	73	203	262	217	205	167	119
CAETHG_RS18880	NC_022592.1	4020813	4022312	+	1500	169	222	196	174	247	205	120	187	145	417	557	613	285	242	215
CAETHG_RS18885	NC_022592.1	4022325	4023098	+	774	224	314	289	210	322	261	184	222	183	615	725	695	316	313	252
CAETHG_RS18890	NC_022592.1	4023233	4024318	-	1086	45	40	65	41	65	53	23	38	39	62	108	59	50	26	29
CAETHG_RS18895	NC_022592.1	4024622	4025476	-	855	45	40	89	38	71	67	37	42	43	90	236	97	45	38	27
CAETHG_RS18900	NC_022592.1	4025416	4025703	-	288	10	4	15	13	18	17	4	11	9	29	29	23	10	8	11
CAETHG_RS18905	NC_022592.1	4025735	4025953	-	219	1	2	5	0	4	2	3	3	4	17	14	9	1	3	3
CAETHG_RS18910	NC_022592.1	4025979	4027166	-	1188	32	68	36	23	119	43	15	45	38	204	197	202	56	79	31
CAETHG_RS18915	NC_022592.1	4027198	4028799	-	1602	50	115	59	84	284	168	57	81	91	472	609	487	179	121	67
CAETHG_RS18920	NC_022592.1	4028859	4029188	-	330	2	4	2	5	12	7	3	2	8	18	28	21	7	3	2
CAETHG_RS18925	NC_022592.1	4029283	4029843	-	561	51	589	65	191	732	305	73	244	68	5248	7045	4731	960	699	177
CAETHG_RS18930	NC_022592.1	4030507	4033119	+	2613	122	204	375	154	264	187	166	126	189	2409	1677	1564	166	171	144
CAETHG_RS18935	NC_022592.1	4033271	4035904	+	2634	94	435	206	183	851	440	121	243	166	1484	1925	1555	613	486	266
CAETHG_RS18940	NC_022592.1	4035997	4038210	+	2214	49	105	36	40	120	67	39	57	36	307	369	256	119	91	62
CAETHG_RS18945	NC_022592.1	4038286	4039248	+	963	47	84	48	24	92	47	38	39	46	180	181	150	49	74	36
CAETHG_RS18950	NC_022592.1	4039248	4039676	+	429	28	21	32	20	55	38	18	24	28	86	122	39	30	47	24
CAETHG_RS18955	NC_022592.1	4040102	4040314	+	213	53	38	57	31	20	35	34	58	22	15	57	8	19	23	43
CAETHG_RS18960	NC_022592.1	4040457	4040852	+	396	1	23	29	49	34	29	5	153	2	979	2701	793	40	69	11
CAETHG_RS18965	NC_022592.1	4040974	4041141	+	168	3	1	2	1	0	0	0	2	0	36	44	30	4	2	2
CAETHG_RS18970	NC_022592.1	4041141	4042409	+	1269	20	28	25	19	21	19	11	38	18	269	290	339	29	16	17
CAETHG_RS18975	NC_022592.1	4042860	4043003	+	144	8	3	9	7	7	3	3	5	6	37	30	39	2	17	10
CAETHG_RS18980	NC_022592.1	4043206	4043826	+	621	34	86	53	53	193	61	39	54	56	414	670	160	67	145	48
CAETHG_RS18985	NC_022592.1	4044129	4044656	+	528	120	127	112	63	63	71	74	58	72	108	250	56	69	88	72
CAETHG_RS18990	NC_022592.1	4044678	4044980	+	303	39	67	25	13	30	37	13	22	22	22	47	5	11	37	24
CAETHG_RS18995	NC_022592.1	4045132	4045620	+	489	384	257	934	418	311	259	237	487	205	469	1110	193	201	299	260
